,year,area_name_en,room_id,median_annual_rent,min_annual_rent,max_annual_rent,median_transaction_amount,rental_yield_percentage,rooms_en
735,2023,Al Jadaf,3,105000.0,5000.0,235000.0,1810625.0,6.0,3 BHK
736,2023,Al Khairan First,1,82000.0,5000.0,850000.0,1413888.0,6.0,1 BHK
737,2023,Al Khairan First,2,120000.0,10000.0,480000.0,2300000.0,5.0,2 BHK
738,2023,Al Khairan First,3,175000.0,60000.0,480000.0,3498888.0,5.0,3 BHK
739,2023,Al Kheeran,0,27000.0,23000.0,60000.0,646800.0,4.0,Studio
740,2023,Al Kheeran,1,35502.0,19380.0,120334.0,1290000.0,3.0,1 BHK
741,2023,Al Kheeran,2,119700.0,30000.0,164000.0,1800000.0,7.0,2 BHK
742,2023,Al Kifaf,1,95000.0,30000.0,820000.0,1394152.0,7.0,1 BHK
743,2023,Al Kifaf,2,140000.0,30000.0,300000.0,2171646.0,6.0,2 BHK
744,2023,Al Kifaf,3,170000.0,1000.0,260000.0,3650000.0,5.0,3 BHK
745,2023,Al Merkadh,0,43000.0,30000.0,420000.0,552235.0,8.0,Studio
746,2023,Al Merkadh,1,78000.0,9972.0,180000.0,1285203.0,6.0,1 BHK
747,2023,Al Merkadh,2,125000.0,15000.0,276000.0,2283930.0,5.0,2 BHK
748,2023,Al Merkadh,3,178000.0,90000.0,335000.0,2999331.0,6.0,3 BHK
749,2023,Al Qusais Industrial Fourth,1,35000.0,25000.0,52000.0,400000.0,9.0,1 BHK
750,2023,Al Safouh First,0,45000.0,32000.0,75000.0,540000.0,8.0,Studio
751,2023,Al Safouh First,1,61050.0,38000.0,160000.0,874160.0,7.0,1 BHK
752,2023,Al Safouh First,2,82000.0,50000.0,190000.0,1250000.0,7.0,2 BHK
